,Geo_unit,Province,Type1,Type2,Geo_unit_full_name,Area,latitude,longitude
187,Hồng Ngự town,Đồng Tháp Province,,District,"Hồng Ngự town, Đồng Tháp Province, Vietnam",47.17 sq mi (122.16 km2),,
188,Hồng Ngự,Đồng Tháp Province,,District,"Hồng Ngự, Đồng Tháp Province, Vietnam",80.98 sq mi (209.74 km2),10.8083867,105.3417921
189,Lai Vung,Đồng Tháp Province,,District,"Lai Vung, Đồng Tháp Province, Vietnam",85 sq mi (219 km2),10.2880817,105.6596409
190,Lấp Vò,Đồng Tháp Province,,District,"Lấp Vò, Đồng Tháp Province, Vietnam",94 sq mi (244 km2),10.3610793,105.5204952
191,Sa Đéc city,Đồng Tháp Province,,District,"Sa Đéc city, Đồng Tháp Province, Vietnam",60 km2(20 sq mi),,
192,Tam Nông,Đồng Tháp Province,,District,"Tam Nông, Đồng Tháp Province, Vietnam",60 sq mi (156 km2),10.7331775,105.51326307522663
193,Tân Hồng,Đồng Tháp Province,,District,"Tân Hồng, Đồng Tháp Province, Vietnam",112.5 sq mi (291.5 km2),10.8788646,105.48774314717227
194,Thanh Bình,Đồng Tháp Province,,District,"Thanh Bình, Đồng Tháp Province, Vietnam",127 sq mi (329 km2),10.6087355,105.47837190471006
195,Tháp Mười,Đồng Tháp Province,,District,"Tháp Mười, Đồng Tháp Province, Vietnam",200 sq mi (518 km2),10.5605098,105.81159412730517
196,Ayun Pa town,Gia Lai Province,,District,"Ayun Pa town, Gia Lai Province, Vietnam",111 sq mi (287 km2),13.4005198,108.4467165
197,An Khê town,Gia Lai Province,,District,"An Khê town, Gia Lai Province, Vietnam",77.25 sq mi (200.07 km2),13.9504742,108.6608142
198,Chư Păh,Gia Lai Province,,District,"Chư Păh, Gia Lai Province, Vietnam",,14.222075499999999,107.97107446802119
199,Chư Prông,Gia Lai Province,,District,"Chư Prông, Gia Lai Province, Vietnam","652 sq mi (1,688 km2)",13.5919097,107.76766898747725
200,Chư Pưh,Gia Lai Province,,District,"Chư Pưh, Gia Lai Province, Vietnam",276.82 sq mi (716.95 km2),13.5086136,108.07913603684142
201,Chư Sê,Gia Lai Province,,District,"Chư Sê, Gia Lai Province, Vietnam","510 sq mi (1,310 km2)",13.6989886,108.09577312921465
202,Đắk Đoa,Gia Lai Province,,District,"Đắk Đoa, Gia Lai Province, Vietnam",380 sq mi (980 km2),14.1846952,108.10607172356522
203,Đắk Pơ,Gia Lai Province,,District,"Đắk Pơ, Gia Lai Province, Vietnam",194.4926 sq mi (503.7335 km2),13.9286381,108.60482178285714
204,Đức Cơ,Gia Lai Province,,District,"Đức Cơ, Gia Lai Province, Vietnam",277 sq mi (717 km2),13.7715552,107.65923805336625
205,Ia Grai,Gia Lai Province,,District,"Ia Grai, Gia Lai Province, Vietnam","446 sq mi (1,156 km2)",13.990353899999999,107.75625852801647
206,Ia Pa,Gia Lai Province,,District,"Ia Pa, Gia Lai Province, Vietnam",336 sq mi (871 km2),13.52690085,108.577835369865
207,K'Bang,Gia Lai Province,,District,"K'Bang, Gia Lai Province, Vietnam","712 sq mi (1,845 km2)",14.301794600000001,108.47937459255267
208,Kông Chro,Gia Lai Province,,District,"Kông Chro, Gia Lai Province, Vietnam","557 sq mi (1,442 km2)",13.76235545,108.59066693938226
209,Krông Pa,Gia Lai Province,,District,"Krông Pa, Gia Lai Province, Vietnam","627 sq mi (1,624 km2)",13.2348415,108.6668368242042
210,Mang Yang,Gia Lai Province,,District,"Mang Yang, Gia Lai Province, Vietnam","435 sq mi (1,126 km2)",13.956394199999998,108.31598800727713
211,Phú Thiện,Gia Lai Province,,District,"Phú Thiện, Gia Lai Province, Vietnam",,13.506160000000001,108.32629239570144
212,Pleiku city,Gia Lai Province,,District,"Pleiku city, Gia Lai Province, Vietnam",266.62 km2(102.94 sq mi),13.9601163,108.01570181278873
213,Bắc Mê,Hà Giang Province,,District,"Bắc Mê, Hà Giang Province, Vietnam",,22.7635365,105.28026151216375
214,Bắc Quang,Hà Giang Province,,District,"Bắc Quang, Hà Giang Province, Vietnam","419 sq mi (1,084 km2)",22.3944715,104.92821906340788
215,Đồng Văn,Hà Giang Province,,District,"Đồng Văn, Hà Giang Province, Vietnam",447 km2(173 sq mi),23.2434195,105.24728604154248
216,Hà Giang city,Hà Giang Province,,District,"Hà Giang city, Hà Giang Province, Vietnam",135.33 km2(52.25 sq mi),22.8264592,104.9846342
217,Hoàng Su Phì,Hà Giang Province,,District,"Hoàng Su Phì, Hà Giang Province, Vietnam",243 sq mi (629 km2),22.695969,104.68909301484922
218,Mèo Vạc,Hà Giang Province,,District,"Mèo Vạc, Hà Giang Province, Vietnam",222 sq mi (574 km2),23.1514927,105.43810424286679
219,Quản Bạ,Hà Giang Province,,District,"Quản Bạ, Hà Giang Province, Vietnam",210 sq mi (550 km2),23.0679595,104.95044723425555
220,Quang Bình,Hà Giang Province,,District,"Quang Bình, Hà Giang Province, Vietnam",299 sq mi (774 km2),22.3843025,104.65580316521006
221,Vị Xuyên,Hà Giang Province,,District,"Vị Xuyên, Hà Giang Province, Vietnam","561 sq mi (1,452 km2)",22.763682199999998,105.04278846351176
222,Xín Mần,Hà Giang Province,,District,"Xín Mần, Hà Giang Province, Vietnam",225 sq mi (582 km2),22.63521865,104.50550972092915
223,Yên Minh,Hà Giang Province,,District,"Yên Minh, Hà Giang Province, Vietnam",302 sq mi (782 km2),23.0696285,105.20839179125
224,Bình Lục,Hà Nam Province,,District,"Bình Lục, Hà Nam Province, Vietnam",60 sq mi (155 km2),20.5002363,106.0508339
225,Duy Tiên town,Hà Nam Province,,District,"Duy Tiên town, Hà Nam Province, Vietnam",47 sq mi (121 km2),,
226,Kim Bảng,Hà Nam Province,,District,"Kim Bảng, Hà Nam Province, Vietnam",71 sq mi (184 km2),20.571221,105.85376216299102
227,Lý Nhân,Hà Nam Province,,District,"Lý Nhân, Hà Nam Province, Vietnam",64 sq mi (167 km2),20.54725985,106.0996179984094
228,Phủ Lý city,Hà Nam Province,,District,"Phủ Lý city, Hà Nam Province, Vietnam",87.87 km2(33.93 sq mi),20.5383072,105.92054508905014
229,Thanh Liêm,Hà Nam Province,,District,"Thanh Liêm, Hà Nam Province, Vietnam",67.58 sq mi (175.02 km2),20.4579064,105.91883800704225
230,Ba Đình,Hà Nội,Urban districts,District,"Ba Đình, Hà Nội, Vietnam",32.27 km2(12.46 sq mi),21.0355487,105.82484027482772
231,Bắc Từ Liêm,Hà Nội,Urban districts,District,"Bắc Từ Liêm, Hà Nội, Vietnam",43.35 km2(16.74 sq mi),21.0698605,105.7573392
232,Cầu Giấy,Hà Nội,Urban districts,District,"Cầu Giấy, Hà Nội, Vietnam",12.04 km2(4.65 sq mi),21.0363077,105.7860752
233,Đống Đa,Hà Nội,Urban districts,District,"Đống Đa, Hà Nội, Vietnam",9.96 km2(3.85 sq mi),21.0128913,105.8277098
234,Hà Đông,Hà Nội,Urban districts,District,"Hà Đông, Hà Nội, Vietnam",,20.9524428,105.7609551
235,Hai Bà Trưng,Hà Nội,Urban districts,District,"Hai Bà Trưng, Hà Nội, Vietnam",9.62 km2(3.71 sq mi),21.0059701,105.8574845
236,Hoàn Kiếm,Hà Nội,Urban districts,District,"Hoàn Kiếm, Hà Nội, Vietnam",5.29 km2(2.04 sq mi),21.0285237,105.8507155
237,Hoàng Mai,Hà Nội,Urban districts,District,"Hoàng Mai, Hà Nội, Vietnam",41.04 km2(15.85 sq mi),20.9745977,105.8637067
238,Long Biên,Hà Nội,Urban districts,District,"Long Biên, Hà Nội, Vietnam",60.38 km2(23.31 sq mi),21.0371542,105.89783907014
239,Nam Từ Liêm,Hà Nội,Urban districts,District,"Nam Từ Liêm, Hà Nội, Vietnam",32.27 km2(12.46 sq mi),21.0128458,105.7608745
240,Tây Hồ,Hà Nội,Urban districts,District,"Tây Hồ, Hà Nội, Vietnam",24 km2(9 sq mi),21.079042,105.8154324
241,Thanh Xuân,Hà Nội,Urban districts,District,"Thanh Xuân, Hà Nội, Vietnam",9.11 km2(3.52 sq mi),20.9936873,105.8143014
242,Sơn Tây town,Hà Nội,Town,District,"Sơn Tây town, Hà Nội, Vietnam",113.5 km2(43.8 sq mi),21.1409388,105.5060305
243,Ba Vì,Hà Nội,Rural districts,District,"Ba Vì, Hà Nội, Vietnam",165 sq mi (428 km2),21.157241650000003,105.37676448554157
244,Chương Mỹ,Hà Nội,Rural districts,District,"Chương Mỹ, Hà Nội, Vietnam",,20.8784745,105.64924976305664
245,Đan Phượng,Hà Nội,Rural districts,District,"Đan Phượng, Hà Nội, Vietnam",,21.1111634,105.6827678
246,Đông Anh,Hà Nội,Rural districts,District,"Đông Anh, Hà Nội, Vietnam",,21.1361069,105.8426874
247,Gia Lâm,Hà Nội,Rural districts,District,"Gia Lâm, Hà Nội, Vietnam",,21.0237482,105.97041496102682
248,Hoài Đức,Hà Nội,Rural districts,District,"Hoài Đức, Hà Nội, Vietnam",,21.0621238,105.724608
249,Long Biên,Hà Nội,Rural districts,District,"Long Biên, Hà Nội, Vietnam",60.38 km2(23.31 sq mi),21.0371542,105.89783907014
250,Mê Linh,Hà Nội,Rural districts,District,"Mê Linh, Hà Nội, Vietnam",,21.18078845,105.70725700576077
251,Mỹ Đức,Hà Nội,Rural districts,District,"Mỹ Đức, Hà Nội, Vietnam",,20.697382599999997,105.71577535499549
252,Phú Xuyên,Hà Nội,Rural districts,District,"Phú Xuyên, Hà Nội, Vietnam",,20.72904585,105.91023981311886
253,Phúc Thọ,Hà Nội,Rural districts,District,"Phúc Thọ, Hà Nội, Vietnam",,21.1372972,105.5519049
254,Quốc Oai,Hà Nội,Rural districts,District,"Quốc Oai, Hà Nội, Vietnam",,20.978094300000002,105.62945748084047
255,Sóc Sơn,Hà Nội,Rural districts,District,"Sóc Sơn, Hà Nội, Vietnam",,21.2808747,105.82924029963563
256,Thạch Thất,Hà Nội,Rural districts,District,"Thạch Thất, Hà Nội, Vietnam",,21.032547,105.60321988040329
257,Thanh Oai,Hà Nội,Rural districts,District,"Thanh Oai, Hà Nội, Vietnam",,20.8602693,105.7800155750608
258,Thanh Trì,Hà Nội,Rural districts,District,"Thanh Trì, Hà Nội, Vietnam",,20.941461599999997,105.83603265035416
259,Thường Tín,Hà Nội,Rural districts,District,"Thường Tín, Hà Nội, Vietnam","4,926 sq mi (12,759 km2)",20.8738491,105.8627407
260,Ứng Hòa,Hà Nội,Rural districts,District,"Ứng Hòa, Hà Nội, Vietnam",183.72 km2(70.93 sq mi),20.7110772,105.81433035379561
261,Cẩm Xuyên,Hà Tĩnh Province,,District,"Cẩm Xuyên, Hà Tĩnh Province, Vietnam",246 sq mi (636 km2),18.190666450000002,106.00986362099019
262,Can Lộc,Hà Tĩnh Province,,District,"Can Lộc, Hà Tĩnh Province, Vietnam",146 sq mi (378 km2),18.4447065,105.73231049063962
263,Đức Thọ,Hà Tĩnh Province,,District,"Đức Thọ, Hà Tĩnh Province, Vietnam",78 sq mi (203 km2),18.5340788,105.5865888
264,Hà Tĩnh city,Hà Tĩnh Province,,District,"Hà Tĩnh city, Hà Tĩnh Province, Vietnam","5,619 km2(2,170 sq mi)",18.3452745,105.9019482
265,Hồng Lĩnh town,Hà Tĩnh Province,,District,"Hồng Lĩnh town, Hà Tĩnh Province, Vietnam",22.6 sq mi (58.5 km2),18.5282488,105.7062615
266,Hương Khê,Hà Tĩnh Province,,District,"Hương Khê, Hà Tĩnh Province, Vietnam","502 sq mi (1,299 km2)",18.19256585,105.67922366452693
267,Hương Sơn,Hà Tĩnh Province,,District,"Hương Sơn, Hà Tĩnh Province, Vietnam","425 sq mi (1,101 km2)",18.44563635,105.24816902214778
268,Kỳ Anh town,Hà Tĩnh Province,,District,"Kỳ Anh town, Hà Tĩnh Province, Vietnam",294.062 sq mi (761.617 km2),18.0526313,106.32905891831653
269,Kỳ Anh,Hà Tĩnh Province,,District,"Kỳ Anh, Hà Tĩnh Province, Vietnam",294.062 sq mi (761.617 km2),18.0665114,106.3001346
270,Lộc Hà,Hà Tĩnh Province,,District,"Lộc Hà, Hà Tĩnh Province, Vietnam",,18.4697667,105.86896205169325
271,Nghi Xuân,Hà Tĩnh Province,,District,"Nghi Xuân, Hà Tĩnh Province, Vietnam",80 sq mi (220 km2),18.644419999999997,105.75753302632616
272,Thạch Hà,Hà Tĩnh Province,,District,"Thạch Hà, Hà Tĩnh Province, Vietnam",154 sq mi (399 km2),18.30697275,105.83052092303258
273,Vũ Quang,Hà Tĩnh Province,,District,"Vũ Quang, Hà Tĩnh Province, Vietnam",249 sq mi (646 km2),18.324144,105.45317985044929
274,Bình Giang,Hải Dương Province,,District,"Bình Giang, Hải Dương Province, Vietnam",41 sq mi (105 km2),20.87280415,106.19557143749023
275,Cẩm Giàng,Hải Dương Province,,District,"Cẩm Giàng, Hải Dương Province, Vietnam",42 sq mi (109 km2),20.95119525,106.21718550569005
276,Chí Linh city,Hải Dương Province,,District,"Chí Linh city, Hải Dương Province, Vietnam",109.23 sq mi (282.91 km2),21.1074209,106.3873204
277,Gia Lộc,Hải Dương Province,,District,"Gia Lộc, Hải Dương Province, Vietnam",47 sq mi (122 km2),20.8472345,106.30161341252547
278,Hải Dương city,Hải Dương Province,,District,"Hải Dương city, Hải Dương Province, Vietnam",71.38 km2(27.56 sq mi),20.940503,106.32746803178621
279,Kim Thành,Hải Dương Province,,District,"Kim Thành, Hải Dương Province, Vietnam",44 sq mi (113 km2),20.9261658,106.51021541615866
280,Kinh Môn town,Hải Dương Province,,District,"Kinh Môn town, Hải Dương Province, Vietnam",63.83 sq mi (165.33 km2),20.9909567,106.5528588
281,Nam Sách,Hải Dương Province,,District,"Nam Sách, Hải Dương Province, Vietnam",51 sq mi (133 km2),21.021640249999997,106.33553342548927
282,Ninh Giang,Hải Dương Province,,District,"Ninh Giang, Hải Dương Province, Vietnam",,20.75314105,106.33174108024527
283,Thanh Hà,Hải Dương Province,,District,"Thanh Hà, Hải Dương Province, Vietnam",61 sq mi (159 km2),20.8974948,106.4274466
284,Thanh Miện,Hải Dương Province,,District,"Thanh Miện, Hải Dương Province, Vietnam",47 sq mi (122 km2),20.76602915,106.22868145662432
285,Tứ Kỳ,Hải Dương Province,,District,"Tứ Kỳ, Hải Dương Province, Vietnam",,20.8214888,106.3983485
286,Đồ Sơn,Hải Phòng,Urban districts,District,"Đồ Sơn, Hải Phòng, Vietnam",42.37 km2(16.36 sq mi),20.7063701,106.7880053
287,Dương Kinh,Hải Phòng,Urban districts,District,"Dương Kinh, Hải Phòng, Vietnam",,20.7831752,106.72004027357264
288,Hải An,Hải Phòng,Urban districts,District,"Hải An, Hải Phòng, Vietnam",,20.8274708,106.76243029262724
289,Hồng Bàng,Hải Phòng,Urban districts,District,"Hồng Bàng, Hải Phòng, Vietnam",,20.87660425,106.64399136114984
290,Kiến An,Hải Phòng,Urban districts,District,"Kiến An, Hải Phòng, Vietnam",,20.8061314,106.620677
291,Lê Chân,Hải Phòng,Urban districts,District,"Lê Chân, Hải Phòng, Vietnam",,20.8548457,106.681461
292,Ngô Quyền,Hải Phòng,Urban districts,District,"Ngô Quyền, Hải Phòng, Vietnam",,20.870458,106.7105849
293,An Dương,Hải Phòng,Rural districts,District,"An Dương, Hải Phòng, Vietnam",,20.8666579,106.615461
294,An Lão,Hải Phòng,Rural districts,District,"An Lão, Hải Phòng, Vietnam",,20.8231712,106.5582169
295,Bạch Long Vĩ Island,Hải Phòng,Rural districts,District,"Bạch Long Vĩ Island, Hải Phòng, Vietnam",3.045 km2(1.176 sq mi),,
296,Cát Hải Island,Hải Phòng,Rural districts,District,"Cát Hải Island, Hải Phòng, Vietnam",,20.7845869,107.03567804744102
297,Kiến Thuỵ,Hải Phòng,Rural districts,District,"Kiến Thuỵ, Hải Phòng, Vietnam",,20.732860600000002,106.66784233316474
298,Thủy Nguyên,Hải Phòng,Rural districts,District,"Thủy Nguyên, Hải Phòng, Vietnam",,20.93974515,106.68567108039886
299,Tiên Lãng,Hải Phòng,Rural districts,District,"Tiên Lãng, Hải Phòng, Vietnam",,20.7122546,106.56294243179917
300,Vĩnh Bảo,Hải Phòng,Rural districts,District,"Vĩnh Bảo, Hải Phòng, Vietnam",,20.681447499999997,106.46351097278563
301,Châu Thành,Hậu Giang Province,,District,"Châu Thành, Hậu Giang Province, Vietnam",131 sq mi (339 km2),9.9228614,105.8106091
302,Châu Thành A,Hậu Giang Province,,District,"Châu Thành A, Hậu Giang Province, Vietnam",,9.929769499999999,105.640103696116
303,Long Mỹ town,Hậu Giang Province,,District,"Long Mỹ town, Hậu Giang Province, Vietnam",57.64 sq mi (149.29 km2),9.6792972,105.5714387
304,Long Mỹ,Hậu Giang Province,,District,"Long Mỹ, Hậu Giang Province, Vietnam",100.36 sq mi (259.92 km2),9.65676405,105.47753212584718
305,Ngã Bảy town,Hậu Giang Province,,District,"Ngã Bảy town, Hậu Giang Province, Vietnam",30.48 sq mi (78.95 km2),,
306,Phụng Hiệp,Hậu Giang Province,,District,"Phụng Hiệp, Hậu Giang Province, Vietnam",187.19 sq mi (484.81 km2),9.7583967,105.8002282
307,Vị Thanh city,Hậu Giang Province,,District,"Vị Thanh city, Hậu Giang Province, Vietnam",,9.753108300000001,105.44940824001236
308,Vị Thủy,Hậu Giang Province,,District,"Vị Thủy, Hậu Giang Province, Vietnam",,9.80082,105.5522228025862
309,District 1,Hồ Chí Minh City,Urban districts,District,"District 1, Hồ Chí Minh City, Vietnam",7.7211 km2(2.9811 sq mi),10.7745397,106.69918361158545
310,District 2,Hồ Chí Minh City,Urban districts,District,"District 2, Hồ Chí Minh City, Vietnam",50 km2(20 sq mi),10.7911157,106.7367293
311,District 3,Hồ Chí Minh City,Urban districts,District,"District 3, Hồ Chí Minh City, Vietnam",5 km2(2 sq mi),10.7835291,106.6870984
312,District 4,Hồ Chí Minh City,Urban districts,District,"District 4, Hồ Chí Minh City, Vietnam",4 km2(2 sq mi),10.7592431,106.7048897
313,District 5,Hồ Chí Minh City,Urban districts,District,"District 5, Hồ Chí Minh City, Vietnam",4.27 km2(1.65 sq mi),10.756129,106.6703755
314,District 6,Hồ Chí Minh City,Urban districts,District,"District 6, Hồ Chí Minh City, Vietnam",7 km2(3 sq mi),10.746928,106.6344946
315,District 7,Hồ Chí Minh City,Urban districts,District,"District 7, Hồ Chí Minh City, Vietnam",35.76 km2(13.81 sq mi),10.7365728,106.7224322
316,District 8,Hồ Chí Minh City,Urban districts,District,"District 8, Hồ Chí Minh City, Vietnam",19 km2(7 sq mi),10.7404005,106.6658429
317,District 9,Hồ Chí Minh City,Urban districts,District,"District 9, Hồ Chí Minh City, Vietnam",114 km2(44 sq mi),10.8245429,106.8180145
318,District 10,Hồ Chí Minh City,Urban districts,District,"District 10, Hồ Chí Minh City, Vietnam",6 km2(2 sq mi),10.773198,106.6678329
319,District 11,Hồ Chí Minh City,Urban districts,District,"District 11, Hồ Chí Minh City, Vietnam",5 km2(2 sq mi),10.7642079,106.6432818
320,District 12,Hồ Chí Minh City,Urban districts,District,"District 12, Hồ Chí Minh City, Vietnam",53 km2(20 sq mi),,
321,Bình Tân,Hồ Chí Minh City,Urban districts,District,"Bình Tân, Hồ Chí Minh City, Vietnam","5,903 sq mi (15,289 km2)",10.7936874,106.6567901
322,Bình Thạnh,Hồ Chí Minh City,Urban districts,District,"Bình Thạnh, Hồ Chí Minh City, Vietnam",20.8 km2(8.0 sq mi),10.7982953,106.70668931347231
323,Gò Vấp,Hồ Chí Minh City,Urban districts,District,"Gò Vấp, Hồ Chí Minh City, Vietnam",20 km2(8 sq mi),10.8159089,106.6847235
324,Phú Nhuận,Hồ Chí Minh City,Urban districts,District,"Phú Nhuận, Hồ Chí Minh City, Vietnam",,10.8001182,106.6770417
325,Tân Bình,Hồ Chí Minh City,Urban districts,District,"Tân Bình, Hồ Chí Minh City, Vietnam",22.38 km2(8.64 sq mi),10.7725033,106.6495312
326,Tân Phú,Hồ Chí Minh City,Urban districts,District,"Tân Phú, Hồ Chí Minh City, Vietnam",16 km2(6 sq mi),10.7222123,106.7316226
327,Thủ Đức,Hồ Chí Minh City,Urban districts,District,"Thủ Đức, Hồ Chí Minh City, Vietnam",47.76 km2(18.44 sq mi),10.8532463,106.7656549
328,Bình Chánh,Hồ Chí Minh City,Rural districts,District,"Bình Chánh, Hồ Chí Minh City, Vietnam",253 km2(98 sq mi),10.6675642,106.5732895
329,Cần Giờ,Hồ Chí Minh City,Rural districts,District,"Cần Giờ, Hồ Chí Minh City, Vietnam",704 km2(272 sq mi),,
330,Củ Chi,Hồ Chí Minh City,Rural districts,District,"Củ Chi, Hồ Chí Minh City, Vietnam",435 km2(168 sq mi),10.9718459,106.4872579
331,Hóc Môn,Hồ Chí Minh City,Rural districts,District,"Hóc Môn, Hồ Chí Minh City, Vietnam",109 km2(42 sq mi),10.8916091,106.594945
332,Nhà Bè,Hồ Chí Minh City,Rural districts,District,"Nhà Bè, Hồ Chí Minh City, Vietnam",100 km2(40 sq mi),10.7012109,106.7390089
333,Cao Phong,Hòa Bình Province,,District,"Cao Phong, Hòa Bình Province, Vietnam",98 sq mi (254 km2),20.689487999999997,105.33845755348213
334,Đà Bắc,Hòa Bình Province,,District,"Đà Bắc, Hòa Bình Province, Vietnam",,20.93152525,105.06792968281272
335,Hòa Bình city,Hòa Bình Province,,District,"Hòa Bình city, Hòa Bình Province, Vietnam",348.65 km2(134.61 sq mi),20.8130014,105.3452974
336,Kim Bôi,Hòa Bình Province,,District,"Kim Bôi, Hòa Bình Province, Vietnam",263 sq mi (682 km2),20.675926,105.54292425976796
337,Lạc Sơn,Hòa Bình Province,,District,"Lạc Sơn, Hòa Bình Province, Vietnam",220 sq mi (580 km2),20.498455,105.43501003153847
338,Lạc Thủy,Hòa Bình Province,,District,"Lạc Thủy, Hòa Bình Province, Vietnam",113 sq mi (293 km2),20.486929,105.75492887818973
339,Lương Sơn,Hòa Bình Province,,District,"Lương Sơn, Hòa Bình Province, Vietnam",145 sq mi (375 km2),20.84942435,105.5073424328042
340,Mai Châu,Hòa Bình Province,,District,"Mai Châu, Hòa Bình Province, Vietnam",200 sq mi (520 km2),20.680896500000003,104.98262209880646
341,Tân Lạc,Hòa Bình Province,,District,"Tân Lạc, Hòa Bình Province, Vietnam",202 sq mi (523 km2),20.608416499999997,105.22843542715985
342,Yên Thủy,Hòa Bình Province,,District,"Yên Thủy, Hòa Bình Province, Vietnam",109 sq mi (282 km2),20.427393000000002,105.63056734764356
343,Ân Thi,Hưng Yên Province,,District,"Ân Thi, Hưng Yên Province, Vietnam",49 sq mi (128 km2),20.812668799999997,106.09573782253199
344,Hưng Yên city,Hưng Yên Province,,District,"Hưng Yên city, Hưng Yên Province, Vietnam",73.4207 km2(28.3479 sq mi),20.660765050000002,106.06061593442695
345,Khoái Châu,Hưng Yên Province,,District,"Khoái Châu, Hưng Yên Province, Vietnam",51 sq mi (131 km2),20.830855,105.97595651121978
346,Kim Động,Hưng Yên Province,,District,"Kim Động, Hưng Yên Province, Vietnam",44 sq mi (115 km2),20.74506465,106.03281880792007
347,Mỹ Hào town,Hưng Yên Province,,District,"Mỹ Hào town, Hưng Yên Province, Vietnam",30.64 sq mi (79.36 km2),20.9348957,106.0548831
348,Phù Cừ,Hưng Yên Province,,District,"Phù Cừ, Hưng Yên Province, Vietnam",36 sq mi (94 km2),20.713157250000002,106.18141954602125
349,Tiên Lữ,Hưng Yên Province,,District,"Tiên Lữ, Hưng Yên Province, Vietnam",36 sq mi (92 km2),20.66728085,106.14446608425926
350,Văn Giang,Hưng Yên Province,,District,"Văn Giang, Hưng Yên Province, Vietnam",28 sq mi (72 km2),20.9303345,105.96314939822031
351,Văn Lâm,Hưng Yên Province,,District,"Văn Lâm, Hưng Yên Province, Vietnam",29 sq mi (74 km2),20.974407499999998,106.0143340299936
352,Yên Mỹ,Hưng Yên Province,,District,"Yên Mỹ, Hưng Yên Province, Vietnam",35 sq mi (91 km2),20.894997500000002,106.0213599668703
353,Cam Lâm,Khánh Hòa Province,,District,"Cam Lâm, Khánh Hòa Province, Vietnam",,12.0743413,109.07303781861859
354,Cam Ranh city,Khánh Hòa Province,,District,"Cam Ranh city, Khánh Hòa Province, Vietnam",316 km2(122 sq mi),11.9166696,109.14861
355,Diên Khánh,Khánh Hòa Province,,District,"Diên Khánh, Khánh Hòa Province, Vietnam",198 sq mi (513 km2),12.2779046,109.04776635738149
356,Khánh Sơn,Khánh Hòa Province,,District,"Khánh Sơn, Khánh Hòa Province, Vietnam",130 sq mi (337 km2),12.037060199999999,108.91044263830209
357,Khánh Vĩnh,Khánh Hòa Province,,District,"Khánh Vĩnh, Khánh Hòa Province, Vietnam","450 sq mi (1,165 km2)",12.29543295,108.82501321642326
358,Nha Trang city,Khánh Hòa Province,,District,"Nha Trang city, Khánh Hòa Province, Vietnam",251 km2(97 sq mi),12.2431693,109.1898675
359,Ninh Hòa town,Khánh Hòa Province,,District,"Ninh Hòa town, Khánh Hòa Province, Vietnam","463 sq mi (1,199 km2)",12.4934379,109.1270865
360,Trường Sa Island,Khánh Hòa Province,,District,"Trường Sa Island, Khánh Hòa Province, Vietnam",192 sq mi (496 km2),8.6446406,111.9196858
361,Vạn Ninh,Khánh Hòa Province,,District,"Vạn Ninh, Khánh Hòa Province, Vietnam",210 sq mi (550 km2),12.715747499999999,109.18659381775906
362,An Biên,Kiên Giang Province,,District,"An Biên, Kiên Giang Province, Vietnam",180 sq mi (466 km2),9.82125885,105.03265112051966
363,An Minh,Kiên Giang Province,,District,"An Minh, Kiên Giang Province, Vietnam",275 sq mi (711 km2),9.67234065,104.9470845769776
364,Châu Thành,Kiên Giang Province,,District,"Châu Thành, Kiên Giang Province, Vietnam",131 sq mi (339 km2),9.959012999999999,105.1887479639547
365,Giang Thành,Kiên Giang Province,,District,"Giang Thành, Kiên Giang Province, Vietnam",157.315 sq mi (407.443 km2),10.4431345,104.66985841463946
366,Giồng Riềng,Kiên Giang Province,,District,"Giồng Riềng, Kiên Giang Province, Vietnam",245 sq mi (634 km2),9.933081699999999,105.36250155988903
367,Gò Quao,Kiên Giang Province,,District,"Gò Quao, Kiên Giang Province, Vietnam",424.4 km2(163.9 sq mi),9.720469000000001,105.30023771654822
368,Hà Tiên city,Kiên Giang Province,,District,"Hà Tiên city, Kiên Giang Province, Vietnam",,10.38050875,104.48713842511702
369,Hòn Đất,Kiên Giang Province,,District,"Hòn Đất, Kiên Giang Province, Vietnam","397 sq mi (1,028 km2)",10.230679049999999,104.93157891037143
370,Kiên Hải Island,Kiên Giang Province,,District,"Kiên Hải Island, Kiên Giang Province, Vietnam",11 sq mi (28 km2),9.8080368,104.63651205039501
371,Kiên Lương,Kiên Giang Province,,District,"Kiên Lương, Kiên Giang Province, Vietnam",350 sq mi (906 km2),10.27712885,104.65003654617023
372,Phú Quốc Island,Kiên Giang Province,,District,"Phú Quốc Island, Kiên Giang Province, Vietnam",593.05 km2(228.98 sq mi),,
373,Rạch Giá city,Kiên Giang Province,,District,"Rạch Giá city, Kiên Giang Province, Vietnam",105 km2(41 sq mi),10.0258882,105.09080253077471
374,Tân Hiệp,Kiên Giang Province,,District,"Tân Hiệp, Kiên Giang Province, Vietnam",160.8 sq mi (416.5 km2),10.0877178,105.25498518183173
375,Vĩnh Thuận,Kiên Giang Province,,District,"Vĩnh Thuận, Kiên Giang Province, Vietnam",235 sq mi (608 km2),9.54190125,105.24902542874287
376,U Minh Thượng,Kiên Giang Province,,District,"U Minh Thượng, Kiên Giang Province, Vietnam",167.068 sq mi (432.703 km2),9.6235365,105.10239754555315
377,Đắk Glei,Kon Tum Province,,District,"Đắk Glei, Kon Tum Province, Vietnam",,15.086417,107.735768
